,sex,age,generation,incomelevel
7532,1,3,3,0
3424,0,0,2,2
9154,0,0,2,2
10660,0,3,4,2
6537,0,3,4,0
9483,0,4,5,2
977,0,3,4,0
10457,0,1,2,2
8188,0,4,5,0
5832,1,2,0,2
3557,0,2,2,2
1840,1,5,1,0
11969,0,0,2,0
1976,0,0,4,0
2804,0,3,2,0
8675,1,2,0,2
6385,0,1,2,0
7821,0,3,3,0
8758,1,3,4,0
11147,0,0,4,2
10044,0,1,0,0
3941,1,3,4,0
7801,1,3,4,0
5375,0,0,4,0
1274,0,1,2,0
8612,0,0,4,2
2406,1,4,0,2
10126,1,3,4,0
4487,0,3,3,0
4164,0,5,1,2
3565,0,1,4,2
7087,0,3,2,0
11558,0,0,2,2
5332,0,1,2,0
8377,0,2,2,2
6199,0,2,0,0
6773,0,2,0,0
6570,0,1,2,0
5974,0,2,0,2
5195,0,2,0,0
13147,0,2,2,1
10410,0,2,2,0
3215,0,0,2,2
1391,1,0,2,2
6121,0,0,4,0
6195,0,3,4,0
10231,0,1,4,0
6727,0,0,2,0
11837,0,5,1,2
12655,0,4,5,0
4890,0,2,0,2
10953,0,1,2,0
9447,0,1,2,2
4788,1,3,3,0
1568,0,3,4,0
3079,0,4,5,0
11133,1,4,5,2
11685,0,3,3,0
10595,1,3,4,2
10950,1,3,3,0
1862,1,5,5,0
307,1,3,4,0
349,0,4,5,0
10390,0,3,3,0
4132,0,5,1,2
7348,0,0,2,0
4224,0,5,5,2
11452,0,0,4,0
1297,0,0,4,0
3867,1,3,3,0
3099,0,5,5,0
6237,1,3,4,0
400,1,4,5,0
456,1,4,5,0
10713,0,1,4,2
12507,0,2,0,0
1750,1,1,0,0
5393,0,5,1,2
6598,0,3,4,0
12216,0,0,2,2
2101,0,0,2,0
5016,0,1,2,0
5241,0,3,4,0
7866,0,0,4,0
5808,0,3,4,2
10570,0,3,4,2
5698,0,0,2,2
427,0,4,5,0
42,0,5,1,2
2133,0,1,2,0
1793,1,5,1,0
6581,0,4,5,0
13143,1,3,3,1
9864,0,1,0,0
8910,0,3,4,0
5973,0,1,0,2
12289,1,4,5,2
7818,0,3,4,0
9122,0,5,5,0
1851,1,4,5,0
113,1,2,0,2
7563,1,2,2,0
12470,1,0,4,0
303,0,5,1,0
2288,0,4,5,1
12605,0,1,2,0
11834,0,1,2,2
13042,0,3,4,1
1335,0,3,3,0
3815,0,3,3,0
10520,0,1,2,2
5956,0,3,2,2
1147,1,3,4,0
10176,1,3,4,0
4121,0,3,2,2
8187,0,3,3,0
3487,0,0,4,2
11591,1,3,4,2
386,1,1,2,0
6702,1,0,2,0
12961,0,3,4,0
3695,0,3,4,2
3436,1,3,4,2
6742,0,1,2,0
1408,1,5,1,2
8999,1,3,2,0
8077,0,4,5,0
8604,0,5,5,2
5501,1,0,4,2
2178,0,2,5,1
10032,0,1,0,0
1694,0,0,4,0
12338,0,5,5,2
7206,1,3,3,2
8985,0,5,5,1
7336,1,0,2,0
6867,0,2,2,0
4136,0,1,0,2
12802,0,5,1,0
4765,0,3,3,0
1303,0,3,3,0
13064,1,3,4,1
2412,0,3,3,2
5589,1,4,5,2
12656,0,0,4,0
5646,1,4,0,2
9949,1,1,2,0
10037,0,4,1,0
6836,0,4,5,0
6741,0,2,0,0
4500,0,3,3,0
6947,0,3,2,2
4345,0,5,1,1
12741,0,3,3,0
11183,0,1,2,2
6005,1,5,1,2
145,0,1,2,2
2944,0,0,2,0
1039,1,3,4,0
2901,0,0,4,0
3801,0,1,2,0
108,1,5,1,2
957,1,2,2,2
5224,1,3,4,0
3674,1,3,4,2
2535,0,1,2,2
5872,0,2,0,2
9205,1,3,4,2
8445,0,2,5,2
1296,0,1,2,0
5669,0,1,0,2
11194,1,5,5,2
12776,0,4,5,0
8381,0,3,3,2
3808,1,0,4,0
9757,0,1,2,0
9642,0,5,5,1
4614,0,3,3,2
6809,0,3,4,0
1733,0,4,0,0
1150,0,4,5,0
12694,0,2,0,0
7586,0,2,2,0
8075,0,1,0,0
6257,1,5,5,0
367,1,4,5,0
8204,1,3,3,0
855,1,1,2,2
6623,0,0,4,0
5408,0,1,0,2
4355,0,3,4,1
2810,0,0,2,0
6140,0,1,4,0
2717,0,0,4,2
8992,0,4,0,1
6860,0,4,0,0
3309,0,5,5,2
5281,1,0,4,0
1642,0,5,5,0
2291,1,1,2,1
3358,0,5,5,2
11884,0,5,5,2
6520,0,0,2,0
9392,1,3,4,2
2163,1,3,3,0
11525,0,3,2,2
7648,0,3,3,0
11705,1,3,4,0
10627,0,4,5,0
6918,0,5,1,2
12576,0,4,5,0
3682,0,3,4,2
4160,1,3,4,2
3401,0,0,2,2
6248,0,0,4,0
5085,1,3,3,0
5939,0,1,4,2
1557,0,4,5,0
1533,0,1,0,0
7487,1,2,0,0
8477,0,3,4,2
2749,1,3,3,2
1556,0,3,4,0
758,1,0,2,2
2972,0,1,0,0
8124,0,0,2,0
9993,1,0,4,0
3405,0,3,2,2
2151,0,3,3,0
9762,0,1,2,0
7813,0,3,4,0
8337,1,3,4,2
12447,1,3,3,1
5826,0,0,4,2
11680,0,1,2,0
2001,0,0,2,2
5502,1,1,2,2
641,0,3,4,2
8830,0,3,3,0
4849,0,3,4,2
5380,0,2,5,2
6467,1,3,3,0
3196,0,5,1,2
6066,1,3,4,0
9126,1,1,4,0
11950,0,3,3,2
10070,0,3,4,0
652,0,2,0,2
12222,0,4,5,2
124,1,3,4,2
7477,1,0,4,0
5118,0,1,0,0
10514,0,0,4,2
387,1,3,4,0
11651,0,3,4,0
2398,1,3,3,1
6857,1,3,3,0
5364,0,4,0,0
10230,0,4,0,0
2769,0,1,4,2
4749,0,0,4,0
3277,0,1,2,2
1260,0,0,2,0
6649,1,0,4,0
8549,0,0,4,2
10484,1,3,4,2
11701,0,0,4,0
838,1,1,2,2
2832,1,3,4,0
8632,0,5,5,2
410,1,2,0,0
6279,0,1,2,0
984,0,2,0,0
6586,0,3,4,0
1179,1,3,4,0
9830,0,0,4,0
1618,1,0,4,0
6927,1,3,2,2
4448,0,3,4,0
8073,0,2,0,0
1383,1,5,1,2
9419,1,2,0,2
1907,1,3,4,0
2714,0,1,2,2
9987,0,4,5,0
10568,0,3,4,2
2833,0,3,4,0
11306,1,3,2,0
6726,0,1,0,0
10034,1,3,2,0
2274,0,3,4,1
10608,0,3,3,2
8038,1,1,0,0
8382,0,2,2,2
8080,0,1,2,0
8729,0,3,3,2
9477,0,0,4,2
2415,1,0,4,2
6718,0,3,4,0
7080,0,2,2,2
5035,0,3,4,0
12472,0,3,4,0
3174,0,5,1,2
4075,0,1,2,0
8403,1,4,1,2
6093,0,1,2,0
3422,0,5,1,2
12352,1,0,4,2
13125,0,3,3,1
11783,0,1,0,2
978,0,4,5,0
8769,0,1,2,0
10399,0,1,4,0
526,1,3,3,0
1551,1,4,1,0
4211,0,3,4,2
6632,1,3,3,0
8681,0,2,0,2
12533,0,3,3,0
9931,0,3,4,0
998,0,0,4,0
10691,0,3,3,2
12040,0,5,5,0
1254,0,3,4,0
5785,0,4,5,2
4175,0,2,0,2
8694,0,3,4,2
3180,1,2,5,2
7701,0,0,4,0
9222,0,0,4,2
1562,1,3,4,0
1819,0,1,0,0
1755,0,5,1,0
3141,1,3,3,0
6381,0,1,2,0
3717,0,1,2,2
12045,0,1,2,0
12175,0,1,0,2
12081,1,3,3,0
5255,0,4,5,0
12498,0,5,5,0
5767,1,1,2,2
4550,0,0,4,2
1306,0,3,3,0
3935,0,1,2,0
4531,0,5,5,2
5945,1,4,0,2
6907,1,0,2,2
10165,0,5,5,0
10923,1,3,4,0
5252,1,1,2,0
9047,0,0,2,0
1523,0,1,0,0
9567,1,2,0,1
1040,1,5,5,0
10826,1,1,2,0
5575,1,2,0,2
5857,1,4,5,2
4429,0,1,4,1
7332,1,2,5,0
11719,0,3,4,0
1854,0,1,2,0
11850,0,1,2,2
64,1,3,4,2
1903,0,4,5,0
9735,0,0,2,0
1038,1,1,2,0
5537,0,2,0,2
9269,0,3,3,2
4158,0,3,4,2
11757,1,3,3,0
11284,0,3,3,2
5722,1,3,4,2
11856,0,1,2,2
11819,0,1,2,2
4426,1,3,3,1
2440,1,3,2,2
9720,0,2,2,1
1671,0,1,2,0
7025,1,5,5,2
9937,0,1,2,0
11009,0,3,4,0
2805,0,5,1,0
11323,0,2,5,0
12329,1,1,4,2
11767,0,0,4,0
3986,0,3,3,0
12777,0,5,1,0
4066,0,3,3,0
446,1,5,5,0
9871,1,3,2,0
2277,1,4,5,1
1091,1,5,5,0
3943,0,1,2,0
4602,1,0,4,2
5464,0,3,4,2
9347,0,1,0,2
12264,1,3,4,2
5683,0,5,1,2
9626,1,2,0,1
7178,0,3,4,2
1678,1,2,0,0
10750,1,0,2,0
1623,0,5,5,0
3653,1,3,3,0
3458,0,0,2,2
10313,0,1,2,0
9802,1,3,4,0
2143,0,0,4,0
2911,0,0,4,0
2414,0,5,5,2
1070,0,3,3,0
12056,0,4,5,0
2738,1,3,4,2
11724,0,3,4,0
6174,0,0,2,0
7878,1,3,4,2
4831,1,3,4,2
4543,1,2,0,2
2352,0,1,2,1
3508,0,4,5,2
11838,1,3,4,2
996,1,3,4,0
12260,0,5,5,2
9663,0,1,2,1
1026,1,4,5,0
5032,0,1,2,0
3558,0,1,4,2
362,0,5,1,0
4858,1,0,2,2
4854,0,0,2,2
13070,1,3,4,1
10903,1,3,4,0
12367,0,0,2,1
6845,0,2,2,0
11386,0,2,0,0
10326,0,0,4,0
3433,0,0,2,2
7096,1,3,2,0
6528,0,1,0,0
12946,0,3,4,0
435,0,0,4,0
312,0,2,0,0
6544,0,4,5,0
1773,0,1,0,0
5472,0,0,2,2
10994,1,3,4,0
5500,0,5,5,2
6614,0,1,2,0
4770,0,1,2,0
73,0,1,2,2
961,0,2,2,2
8978,0,1,4,1
12164,1,4,0,2
2984,0,2,0,0
6567,0,3,4,0
10486,0,2,0,2
11515,0,2,5,2
1122,0,3,4,0
10450,0,3,4,2
12988,0,3,4,0
10819,0,0,4,0
5135,0,0,2,0
9460,1,2,0,2
521,0,3,3,0
5558,0,3,3,2
8143,0,4,5,0
3692,0,1,2,2
49,1,2,0,2
6117,0,0,4,0
6050,0,0,2,0
10667,1,3,4,2
5320,0,5,5,0
10085,0,2,0,0
5024,0,1,2,0
10625,0,2,0,0
2492,0,0,2,2
4660,0,3,4,0
10396,1,1,4,0
5559,0,4,5,2
11379,0,4,5,0
1106,0,3,2,0
10359,0,2,2,0
5714,1,4,5,2
8028,1,3,2,0
7907,0,3,4,2
9807,0,1,2,0
7035,0,4,5,2
4811,0,3,4,2
3494,0,1,2,2
2638,0,2,2,2
10,1,3,2,2
1800,1,3,2,0
8199,0,1,4,0
2360,0,2,2,1
8093,0,3,4,0
1741,1,2,2,0
2098,0,0,2,0
5925,0,5,5,2
5860,0,2,0,2
5343,1,3,3,0
8401,0,4,0,2
927,1,0,4,2
7791,0,2,0,0
7730,0,3,3,0
4070,0,0,4,0
8655,0,0,4,2
6801,0,3,4,0
7058,0,2,0,2
1534,0,0,2,0
3656,0,1,4,0
2758,0,0,4,2
1441,1,5,1,2
5911,1,4,0,2
516,1,4,0,0
12848,0,4,5,0
12875,0,0,4,0
6699,0,0,2,0
6793,1,3,4,0
5869,0,0,4,2
7137,1,3,3,0
8336,0,2,0,2
3493,0,0,4,2
11331,1,3,4,0
7564,0,2,2,0
5818,0,3,4,2
797,0,1,2,2
2775,0,0,4,2
3476,0,3,4,2
11737,0,3,4,0
667,0,5,5,2
12383,0,1,0,1
2222,0,5,1,1
5602,0,0,4,2
12014,1,3,4,0
7352,1,3,4,0
134,1,3,4,2
7862,0,2,2,0
6749,0,0,2,0
10860,0,2,2,0
2737,0,0,4,2
12474,0,5,5,0
8888,0,5,1,0
5960,0,2,5,2
8543,0,2,0,2
7545,1,5,5,0
4847,0,2,0,2
1069,0,2,0,0
12963,0,0,2,0
10349,1,1,4,0
10821,0,2,0,0
4781,0,3,3,0
4978,0,2,2,2
5979,0,2,0,2
1676,1,3,3,0
169,1,0,4,2
2593,0,5,5,2
2011,0,3,4,2
4974,1,1,4,2
11813,0,1,2,2
12130,1,2,2,2
11044,0,2,2,0
10688,0,3,4,2
8963,1,3,3,1
6395,0,3,4,0
6607,0,4,5,0
11956,0,0,4,2
2353,0,2,0,1
6923,0,2,5,2
237,1,4,1,0
5277,1,3,4,0
7421,0,3,4,0
12426,0,0,4,1
10831,0,2,2,0
3061,0,2,0,0
12521,0,4,5,0
5162,1,3,4,0
3115,0,3,3,0
11681,0,3,3,0
6057,1,3,4,0
9673,0,5,5,1
3441,1,3,4,2
8746,1,3,2,0
10527,1,3,3,2
11260,1,3,3,2
10499,1,3,4,2
3402,0,2,5,2
11559,0,4,5,2
10638,0,5,1,0
5391,0,3,2,2
1672,0,3,3,0
9023,0,5,1,0
7989,0,0,2,0
9065,1,3,4,0
244,0,5,1,0
2900,0,1,2,0
9744,0,0,2,0
2841,0,0,2,0
6202,1,3,4,0
1252,0,3,4,0
7071,1,4,5,2
3288,1,3,4,2
4307,0,4,1,1
10606,0,3,3,2
3504,1,3,4,2
4506,1,3,3,0
3680,1,3,4,2
4652,0,5,1,0
9103,1,0,4,0
11667,0,1,2,0
13101,0,4,5,1
6919,1,0,2,2
6723,0,3,4,0
7037,0,0,4,2
8083,0,0,2,0
1864,0,1,2,0
6961,1,0,2,2
1230,0,5,5,0
11124,0,1,2,2
12697,0,5,5,0
264,0,1,0,0
2634,0,1,4,2
12515,1,2,0,0
9311,0,0,4,2
11999,0,3,4,0
1558,0,5,1,0
6571,0,0,4,0
6508,0,2,5,0
5007,0,3,4,0
8630,1,3,3,2
3731,0,2,2,2
2429,0,2,5,2
6400,1,3,4,0
11839,0,3,4,2
1104,0,0,2,0
6729,0,3,4,0
7609,0,0,2,0
5145,0,3,2,0
3526,0,3,4,2
10246,0,2,0,0
12832,0,5,5,0
10999,0,3,4,0
12266,0,4,5,2
7772,1,3,4,0
299,0,1,0,0
7289,1,1,2,1
11490,0,3,4,1
7524,1,0,4,0
1799,0,5,1,0
887,1,0,4,2
2879,1,3,4,0
12006,0,5,1,0
2883,0,4,5,0
13141,0,2,2,1
5864,0,5,5,2
12679,0,3,4,0
899,0,1,2,2
10651,1,1,2,0
12596,0,5,1,0
11857,0,4,5,2
1330,1,3,3,0
10843,0,4,0,0
5671,0,2,5,2
9030,1,3,4,0
5736,1,2,0,2
4716,1,3,4,0
9133,0,5,5,0
1164,0,4,5,0
1421,0,2,0,2
7265,0,4,5,1
8599,0,1,2,2
11654,0,3,4,0
3650,0,3,3,0
11272,1,3,3,2
3596,0,3,4,0
5025,0,0,2,0
12235,0,3,4,2
11852,0,3,4,2
2484,0,4,5,2
6911,0,3,2,2
11132,1,5,5,2
11803,1,3,4,2
6466,0,5,5,0
3270,1,3,4,2
5041,0,0,4,0
3891,0,0,2,0
12584,0,2,0,0
4862,0,4,5,2
11843,0,2,0,2
12267,0,2,0,2
1100,0,0,2,0
9723,0,3,3,1
10093,0,2,0,0
3073,1,3,4,0
4725,1,3,4,0
27,0,0,2,2
4196,1,3,4,2
10321,1,5,5,0
10150,0,0,4,0
3461,0,1,2,2
8613,0,1,4,2
11765,0,3,3,0
274,1,5,1,0
9141,0,0,2,2
11156,1,4,5,2
1496,0,5,5,2
7960,1,3,3,2
11751,0,1,4,0
8415,1,0,2,2
7582,1,1,4,0
12213,1,3,4,2
13085,0,2,0,1
80,0,5,1,2
7305,1,5,5,1
5624,0,0,4,2
12888,0,1,4,0
1374,1,2,0,2
6795,1,0,4,0
8460,0,3,2,2
11867,0,3,4,2
7833,0,0,4,0
1313,0,0,4,0
3555,0,0,4,2
7261,0,0,2,1
12907,0,0,4,0
1833,0,2,0,0
6634,0,5,5,0
1085,0,0,4,0
1567,0,2,0,0
3269,0,4,5,2
10417,0,0,2,2
11502,1,3,4,1
383,0,4,5,0
10791,1,1,2,0
12104,0,2,0,2
10681,0,1,2,2
2608,1,3,3,2
11528,0,1,0,2
9925,1,3,4,0
8922,0,3,4,0
11643,1,3,4,0
3912,0,0,2,0
5676,1,4,1,2
3686,0,3,4,2
7831,1,0,4,0
4133,0,4,1,2
5968,0,2,0,2
12947,0,2,0,0
11046,0,0,4,0
11714,0,0,2,0
11597,0,5,5,2
3957,0,1,2,0
11945,0,4,0,2
12242,0,1,2,2
598,0,0,2,2
2230,0,2,0,1
8390,0,0,4,2
11497,0,3,4,1
11467,0,0,4,0
3574,0,5,5,2
3315,0,4,5,2
3055,0,1,2,0
8500,0,0,2,2
5517,0,0,4,2
2848,0,5,1,0
2788,0,3,3,1
924,1,4,0,2
6548,1,3,4,0
1191,0,3,3,0
10836,1,3,3,0
12193,1,5,1,2
5710,1,3,4,2
374,0,5,1,0
12174,1,3,3,2
10120,0,4,5,0
2537,1,3,4,2
584,0,2,0,2
803,0,4,5,2
2130,0,0,4,0
10428,1,3,4,2
4759,0,0,4,0
13122,1,3,3,1
3418,0,1,0,2
8457,0,2,5,2
12595,0,3,4,0
11015,0,3,4,0
9768,0,0,2,0
3090,0,0,4,0
12779,0,0,2,0
7362,0,4,5,0
5892,0,0,4,2
9100,0,3,3,0
1055,1,3,3,0
8710,0,3,4,2
7919,0,4,5,2
6933,0,3,2,2
10878,0,5,5,0
10599,1,3,3,2
4669,0,3,4,0
9885,0,0,2,0
8621,0,2,2,2
6430,0,2,0,0
13104,0,0,4,1
4986,0,5,5,2
5749,0,0,2,2
12000,0,5,1,0
7415,0,1,2,0
7887,0,4,5,2
12246,0,3,4,2
8764,1,3,4,0
8182,0,4,5,0
6971,0,3,4,2
12101,0,0,4,2
10932,0,0,4,0
11669,1,3,4,0
5272,1,0,4,0
455,1,3,3,0
4035,0,1,2,0
11975,0,4,1,0
8925,1,3,4,0
6625,0,3,3,0
7828,1,0,4,0
9323,0,1,0,2
8594,0,4,5,2
7214,0,0,2,1
6339,0,1,0,0
6185,0,1,0,0
11649,0,3,4,0
565,0,2,0,2
5738,1,4,5,2
9718,0,1,2,1
11522,1,3,2,2
10522,0,3,3,2
5098,0,3,3,0
6294,0,3,3,0
10587,1,3,4,2
4403,1,3,3,1
3333,0,2,2,2
9929,0,1,2,0
5040,0,1,2,0
647,1,3,4,2
11732,0,3,4,0
2736,0,1,2,2
1922,0,3,3,0
11519,0,2,5,2
12250,0,4,5,2
4691,0,0,4,0
6514,0,1,0,0
7323,0,0,2,0
8169,1,3,4,0
291,0,5,1,0
2145,0,3,3,0
9236,0,0,4,2
7517,0,3,3,0
12950,1,3,4,0
4780,1,3,3,0
3816,0,5,5,0
1613,0,4,5,0
10373,0,1,4,0
8144,0,2,0,0
7822,1,3,3,0
1721,0,4,0,0
9799,0,2,0,0
7301,1,1,2,1
11897,0,4,5,2
6591,0,3,4,0
9055,0,5,5,0
7389,1,5,1,0
6426,1,5,5,0
11483,1,3,3,0
11631,1,3,4,0
948,1,1,4,2
10822,0,3,3,0
5310,1,1,2,0
10113,0,4,5,0
11739,1,3,3,0
8793,0,0,4,0
3047,0,4,5,0
5792,0,2,0,2
10807,1,0,4,0
3701,0,1,2,2
12695,0,4,5,0
3357,0,3,3,2
10528,0,3,3,2
118,0,5,5,2
4878,0,4,5,2
7913,1,4,5,2
3086,1,3,4,0
7956,0,5,5,2
9131,0,3,3,0
545,0,0,2,2
12731,0,1,4,0
12885,0,5,5,0
5411,0,4,1,2
10050,0,5,1,0
4591,0,2,0,2
7444,0,3,4,0
5065,0,1,2,0
5632,1,2,2,2
11926,0,2,2,2
11868,0,5,5,2
2017,0,3,4,2
10222,0,2,2,0
9112,1,4,5,0
5404,1,0,2,2
4404,0,4,5,1
7598,1,4,0,0
10244,0,0,2,0
2942,0,4,1,0
255,0,4,1,0
3564,0,4,0,2
7279,1,3,4,1
8015,0,4,1,0
12343,1,4,0,2
12424,0,3,4,1
1982,1,0,4,0
9290,1,3,3,2
10841,0,2,2,0
7632,1,3,4,0
2722,0,1,2,2
11833,0,0,2,2
501,1,1,4,0
6916,1,3,2,2
10753,1,5,1,0
7259,1,4,5,1
10330,0,4,5,0
1992,0,4,0,0
8894,0,3,4,0
1403,0,3,4,2
7408,1,0,2,0
3696,0,0,4,2
1331,0,3,3,0
5777,0,5,1,2
8899,0,4,5,0
12486,0,5,5,0
7275,0,5,1,1
7551,0,2,2,0
9751,0,3,4,0
12598,0,4,5,0
5775,0,3,4,2
12466,1,4,5,0
5839,0,3,4,2
6262,1,3,4,0
10971,0,0,4,0
9033,0,5,1,0
5285,0,0,4,0
3625,1,3,4,0
10898,0,0,2,0
6387,0,2,0,0
7753,0,1,0,0
11065,0,2,0,2
4674,1,3,3,0
9942,0,4,5,0
96,0,4,5,2
1788,0,2,5,0
8069,0,3,4,0
6660,0,1,4,0
12098,1,1,2,2
9725,1,0,4,1
4153,0,3,4,2
6354,0,5,1,0
12323,0,2,2,2
3990,0,3,3,0
508,0,2,2,0
5603,0,1,4,2
4943,0,3,3,2
4021,0,3,4,0
3208,0,0,2,2
1,0,0,2,2
12559,0,3,2,0
6645,0,2,2,0
11042,0,0,4,0
356,1,5,1,0
3752,1,4,5,0
1513,0,0,4,2
6449,0,5,5,0
5776,1,3,4,2
8645,0,2,0,2
2501,0,1,0,2
3127,1,3,3,0
4,0,5,1,2
28,0,1,0,2
3592,0,3,4,0
1476,1,1,2,2
2962,0,5,1,0
1214,1,3,3,0
2171,1,2,5,1
6352,0,1,0,0
8983,0,0,4,1
11116,0,3,4,2
70,1,0,2,2
11505,1,3,4,1
12461,0,0,4,1
10559,0,1,4,2
6259,0,0,4,0
5515,1,3,4,2
11099,0,1,2,2
7202,0,4,0,2
12594,1,3,4,0
3648,0,0,4,0
7090,1,3,2,0
8876,0,5,1,0
11275,1,0,4,2
7807,0,3,4,0
10291,1,4,5,0
5522,0,5,5,2
4432,0,3,3,1
11823,0,5,1,2
12165,1,1,4,2
12137,0,2,2,2
2105,1,3,4,0
8235,1,3,3,0
10275,1,4,5,0
8997,0,1,0,0
10387,0,0,4,0
9303,0,0,4,2
7740,1,3,2,0
2473,1,0,2,2
8459,1,3,2,2
9891,0,3,4,0
11755,0,1,4,0
4624,1,3,3,2
12836,0,4,5,0
1657,1,4,5,0
7689,1,3,4,0
5412,0,5,1,2
3110,0,3,3,0
7194,1,3,3,2
2914,1,3,3,0
13074,0,2,0,1
1581,0,2,0,0
9833,0,3,3,0
1373,1,0,2,2
12793,0,3,4,0
9043,0,5,1,0
2177,0,1,0,1
611,0,2,0,2
2307,0,0,4,1
3120,0,3,3,0
2374,0,0,4,1
2384,0,1,4,1
6485,0,0,2,0
8113,1,5,1,0
6245,1,3,4,0
11439,0,5,5,0
10781,0,4,5,0
12441,0,1,2,1
1587,1,5,1,0
11648,1,3,4,0
13119,1,5,5,1
6013,1,3,4,2
7169,1,3,4,2
1969,0,5,5,0
8569,0,3,4,2
12742,1,3,3,0
4166,0,3,4,2
11588,0,5,5,2
5969,0,1,0,2
9969,1,0,4,0
9263,0,3,3,2
7882,1,0,4,2
7843,0,1,4,0
8115,0,0,2,0
7716,1,3,3,0
8684,0,5,5,2
2497,0,5,1,2
7106,0,3,4,0
8902,1,3,4,0
8280,0,2,0,2
7599,0,2,2,0
2336,0,1,2,1
1645,0,1,2,0
591,0,0,2,2
1186,0,4,5,0
6868,0,5,5,0
439,0,4,5,0
4633,0,3,2,0
5729,0,2,0,2
1015,1,3,4,0
6364,0,5,1,0
3171,0,3,2,2
8005,1,0,2,0
5859,0,1,2,2
11817,1,3,4,2
12333,1,4,0,2
8988,1,3,3,1
6540,0,1,2,0
12908,0,5,5,0
10838,1,5,5,0
12542,0,0,2,0
7534,0,1,2,0
6008,0,0,2,2
9186,1,3,4,2
11545,1,5,1,2
12087,1,3,3,0
11268,0,0,4,2
7700,0,3,4,0
1054,0,5,5,0
3740,1,3,3,2
3457,0,5,1,2
200,1,2,0,2
2778,0,4,0,2
11010,0,1,2,0
8812,1,3,3,0
7492,0,2,0,0
5693,0,5,1,2
4010,0,1,2,0
3117,0,0,4,0
5732,0,3,4,2
9801,0,0,4,0
10963,0,0,4,0
2627,0,5,5,2
12609,0,3,4,0
3530,0,4,5,2
7457,0,4,5,0
8375,0,1,4,2
3823,0,0,4,0
1847,0,5,1,0
5618,1,0,4,2
10854,1,0,4,0
10243,0,3,3,0
11125,0,4,5,2
2086,0,0,2,0
12642,0,0,4,0
8323,1,3,4,2
4683,0,3,3,0
12287,1,3,3,2
11670,1,3,4,0
12937,0,3,2,0
815,1,1,2,2
354,1,3,4,0
10519,0,0,4,2
2004,0,1,0,2
6001,0,0,2,2
11289,1,2,2,2
5906,0,3,3,2
451,0,4,5,0
8498,1,3,4,2
8237,1,3,2,2
8048,0,2,0,0
10348,1,2,2,0
9265,0,4,5,2
1813,0,5,1,0
3691,0,3,4,2
7048,1,5,5,2
6862,0,1,4,0
5805,0,2,0,2
4222,0,4,5,2
2953,0,5,1,0
12032,0,3,4,0
10491,0,2,0,2
2184,1,5,1,1
7637,0,3,4,0
3804,0,3,4,0
357,0,0,2,0
11763,0,1,4,0
5126,0,1,0,0
2585,0,1,2,2
6035,0,3,3,2
12143,1,1,4,2
6038,0,3,3,2
7482,0,5,5,0
707,0,2,2,2
7084,1,3,2,0
7397,0,3,4,0
2609,0,3,3,2
6197,1,5,1,0
8428,0,4,1,2
2709,0,3,4,2
10629,1,0,2,0
879,0,0,4,2
5656,1,4,0,2
5091,0,1,4,0
11139,1,3,4,2
12277,0,1,2,2
3566,1,3,3,2
13148,0,5,5,1
2426,0,5,1,2
4125,0,2,5,2
2779,0,2,2,2
4262,0,1,2,2
3252,0,1,2,2
2154,1,3,3,0
4703,0,0,2,0
3693,0,0,4,2
4267,0,1,2,2
4997,0,3,3,2
1058,0,2,0,0
9943,1,0,2,0
599,0,1,2,2
6075,0,0,2,0
12975,0,0,4,0
6752,0,4,5,0
397,1,1,2,0
1011,0,2,0,0
9704,1,4,5,1
13067,0,1,2,1
11508,0,3,2,2
8678,1,5,5,2
2060,0,0,4,2
9197,0,1,2,2
8209,0,1,4,0
9710,0,5,5,1
1794,0,4,1,0
1850,1,5,1,0
5282,0,5,5,0
431,1,2,0,0
1205,0,0,4,0
4256,0,4,5,2
1607,1,5,5,0
8787,0,3,4,0
219,0,4,1,0
11546,0,2,0,2
8731,1,3,2,0
3967,0,2,0,0
4880,0,2,0,2
9333,0,2,5,2
506,0,0,4,0
11879,0,0,4,2
10122,0,1,2,0
10087,0,4,5,0
12816,1,3,4,0
3379,0,5,1,2
5846,1,5,5,2
10366,0,4,0,0
12192,0,3,4,2
8084,0,3,4,0
1014,0,5,5,0
5128,0,3,2,0
2986,0,5,1,0
12581,0,3,4,0
5958,1,3,2,2
5362,1,0,4,0
10929,1,3,4,0
11720,0,0,4,0
10825,1,0,4,0
5123,0,4,1,0
7755,0,3,4,0
8054,1,3,4,0
9354,0,0,2,2
4015,0,0,2,0
10870,1,1,4,0
6986,0,5,5,2
1839,1,3,4,0
10232,1,3,3,0
11126,1,3,4,2
4684,1,3,3,0
8799,0,3,4,0
2282,0,5,1,1
3754,0,1,2,0
4619,1,4,0,2
13110,0,3,4,1
5131,1,0,2,0
4937,1,0,4,2
1702,1,0,4,0
10130,0,5,1,0
1095,1,3,2,0
3536,0,4,5,2
6642,0,4,0,0
673,0,5,5,2
7210,0,4,5,1
12061,0,2,0,0
8547,0,5,5,2
9962,0,3,4,0
8708,0,1,2,2
11453,0,3,3,0
12539,0,3,2,0
6039,1,3,3,2
4569,1,1,2,2
7264,0,3,4,1
11774,0,5,1,2
12945,1,3,4,0
2997,0,5,1,0
8433,1,2,5,2
84,1,4,5,2
5385,1,1,0,2
11396,0,3,4,0
12166,1,2,2,2
6944,0,0,2,2
