,suicides_per_100k
6191,8.684641
7303,1.5918155
2136,4.6227813
5166,3.8145397
2212,5.4895544
2314,0.11672248
6265,8.217496
7395,6.835909
6147,10.617223
5777,4.6620893
67,5.111694
1910,6.8218193
1888,6.013131
4748,0.3564732
1754,4.7290077
2913,3.1207988
45,3.027005
2331,1.0135878
3040,3.6289904
6665,8.553417
1,1.6651905
1897,7.21062
117,5.0782766
496,7.303723
1194,1.6312298
2166,6.666241
3394,6.4044404
1287,3.9819539
373,0.0
6007,2.90849
7384,8.632411
5596,4.6115108
6369,3.675551
929,1.0347775
1999,3.58715
3819,9.689561
6268,8.217496
2565,7.9275217
2012,5.865029
752,2.8215928
2834,3.9306915
6941,8.18111
5505,4.5696244
2121,4.8294253
1636,7.673125
4984,5.045116
5145,3.59953
7734,7.318979
6466,2.8035634
2961,1.7280691
5393,9.917554
1498,0.532907
6693,0.37857077
939,1.5943497
5799,4.124731
1769,4.7591248
2927,2.4149048
7598,1.415864
2196,6.7537737
3913,6.4795094
679,2.1833441
2058,5.3659697
7837,8.807169
6149,10.617223
3162,3.3468313
7064,7.985314
4511,1.4716487
7705,7.123868
4682,10.229982
2759,3.2948568
1281,3.9819539
2588,6.758173
1252,5.8333335
4093,7.2488337
27,1.754817
2627,9.03223
4644,1.6015109
2860,2.7219014
2750,1.378187
4627,1.2298654
6224,7.9454083
5021,8.056882
5394,9.917554
3543,2.1438293
7851,6.9635124
5965,2.1766815
1721,4.5960646
3540,2.1438293
1886,6.013131
2222,8.395811
7491,2.9423943
3393,6.4044404
1885,6.013131
4653,1.1471452
2634,10.227036
7362,2.2796667
6962,9.017511
4979,5.045116
4299,1.4013873
1152,4.1987677
614,3.1169353
2917,3.1207988
7745,7.1707997
206,0.0
3580,1.7775612
2449,10.477312
4224,0.20909321
2968,2.5030687
7373,2.1313162
6008,2.90849
4031,8.377807
3592,1.9791678
4932,6.3005686
6146,10.415182
4740,1.4699937
450,7.2689996
970,0.7598784
2714,9.112228
1412,0.0
4324,1.9223102
3576,2.4417024
1472,4.6818123
405,0.0
1353,3.5035405
3732,2.7755544
2665,8.700267
5485,0.47299558
445,6.5860987
2840,3.4671369
7811,7.576917
5939,2.1509724
879,2.2604547
4705,0.0
5462,5.751867
7729,7.3834105
4020,8.3889
3362,0.0
7894,6.313022
6652,9.249326
3714,4.088795
3676,2.3110042
4800,0.30160543
5676,2.8944569
4489,2.4227102
5010,8.279819
1183,1.6678957
5170,3.769033
2831,3.9306915
2524,5.155218
7296,10.448153
527,8.875821
6660,8.275554
5039,9.156671
6266,8.217496
6212,7.445242
7151,8.067811
646,3.2916973
6115,10.106516
7438,9.024017
4876,4.280822
3750,3.1495059
3086,3.6627746
2791,1.7448376
2454,5.090369
7520,2.7217767
6048,8.5393
6832,1.0096018
1543,5.19728
6416,2.6967537
6953,8.469416
317,1.2713265
6661,8.275554
3436,0.0
289,2.6144817
4760,0.3460974
7613,8.435456
3806,10.300783
6360,3.084811
4516,2.0846815
6515,7.524926
3487,0.0
2990,2.670609
4681,10.229982
1469,0.5854801
4052,8.302214
1728,4.538293
5216,4.418484
522,9.454978
7619,8.558269
1154,4.1987677
4947,6.7350883
2768,3.0029743
7525,2.7217767
7539,2.2427638
5182,3.8530664
5205,4.2608147
6588,3.6934896
668,2.4954822
7876,5.532246
707,1.6913905
2907,4.5131636
2867,2.7219014
3321,1.1307995
4814,0.5864793
6047,8.5393
3220,3.5117514
5296,0.0
1190,1.6312298
2977,4.5205894
4245,0.08279116
4404,0.0
760,2.595681
7216,6.369014
699,1.8711425
2941,2.1055179
7244,6.426954
7833,8.415411
7719,6.791239
5483,0.47299558
3807,10.300783
7217,6.369014
734,2.4545217
2603,4.8098087
3121,3.6767676
3665,2.399701
6811,1.1660867
3559,1.6816846
6855,0.8510878
5084,10.421878
5868,1.4899201
5728,3.5839741
3820,9.137829
6246,7.756973
5419,10.222154
1460,0.5854801
1596,5.4310637
4411,1.4133166
5386,10.376517
3597,1.9791678
813,2.8070924
1766,4.7591248
6288,6.941914
1449,1.8987342
267,0.0
5980,2.2865503
6334,3.012087
4486,2.4227102
7792,7.36156
5062,8.412516
1633,7.673125
6932,7.890016
7389,8.331028
1735,4.194761
1359,0.0
5984,2.5543804
6599,4.770708
7475,2.8101454
1533,8.744517
2520,4.8067474
2005,3.616897
7025,7.6714573
7565,1.5360138
2204,6.7678137
7173,8.894284
71,4.587913
584,8.449141
2626,9.12536
1390,1.9177809
2293,7.1539826
507,9.2088
3866,8.586349
5407,8.777728
5022,8.056882
4436,1.7206008
6154,8.5625725
1091,3.6854072
6758,0.56454104
2903,3.5160658
2022,6.5044074
6755,0.93236476
5481,0.47299558
6170,7.952791
6269,7.423824
4448,1.9124116
1860,10.517334
5460,5.751867
6612,10.166429
7259,6.5183954
6496,6.501612
1159,4.1987677
1049,0.0
3006,2.47566
3166,3.3468313
6341,2.1340215
6474,3.072584
7564,1.7733644
84,4.2509885
7614,8.558269
2445,10.790019
7126,6.7528443
3978,6.0602984
7092,7.456266
5953,2.3392193
4629,1.2298654
4565,2.0778377
6821,0.93545085
2529,5.155218
5102,2.6355798
4643,1.6015109
6125,10.728462
3124,3.6719968
5427,6.872345
7254,6.599621
7865,5.368905
975,0.83611476
4994,5.462744
4304,1.4013873
7156,7.429409
3437,0.0
7599,1.415864
7083,8.156332
6401,2.7817366
5040,9.156671
3351,0.0
6548,4.8250904
4695,7.802001
7026,8.00241
1180,1.6678957
787,2.727723
5123,2.9713438
662,2.4954822
6978,8.856995
1641,8.129191
1998,3.58715
5095,9.874732
900,0.72072625
4862,4.928965
7728,7.3834105
2456,5.090369
719,1.6618123
5214,4.418484
1548,5.19728
2276,7.460724
7222,6.379949
4243,0.08279116
6676,9.622239
2219,7.4720707
7484,2.9423943
7116,7.3259764
2229,8.505945
3649,2.5104196
4149,7.33614
6924,0.97123647
2384,4.1711526
4425,2.0718231
4018,8.1758175
3992,5.1858125
4968,9.157928
5034,8.793472
6999,8.649806
3979,6.0602984
7628,8.037096
3751,3.1495059
7067,8.75697
5536,5.905981
6951,8.469416
4609,1.926932
4731,1.1374537
4427,2.0718231
5342,0.0
4558,2.5206401
5705,2.9405086
3151,3.5661082
4645,1.6015109
4941,4.946487
5689,2.3676157
5587,5.894216
754,2.8215928
1332,1.1768167
2580,6.826202
3262,5.1203694
160,0.0
6381,2.5181901
4301,1.4013873
5219,4.2957754
6230,8.246307
4786,0.0
7802,7.411973
462,7.2497993
2873,3.1286488
6817,0.93545085
3668,2.3110042
5088,10.421878
1891,6.394393
7820,7.6310015
599,8.226281
286,2.6144817
3301,3.516834
93,4.2509885
1847,5.8418393
2571,7.1920238
7662,7.9042087
1763,4.739508
3944,5.055193
631,2.508538
6738,0.6581451
2676,8.459012
5770,4.654585
4353,8.938415
977,0.83611476
7164,8.754355
2059,5.482429
7284,10.790881
3170,3.7797122
4802,0.30160543
3363,0.0
2336,1.0135878
2210,5.4895544
5660,2.0476072
6613,8.465871
3371,4.321194
1465,0.5854801
4042,8.659226
2272,7.4319005
7257,6.5183954
5816,4.0291233
1606,5.2854867
6356,3.084811
2850,4.0892415
4004,4.550184
416,0.0
2544,6.59488
4142,6.9208
762,2.595681
1694,4.14661
4506,1.4716487
2009,5.865029
7321,1.6873827
689,1.8549747
7633,8.037096
7117,7.3259764
228,0.0
7375,2.1313162
6145,10.415182
85,4.2509885
5694,2.3676157
7356,2.2796667
5208,4.2608147
1996,3.58715
823,2.3837783
5258,5.1627836
2216,7.4720707
3898,6.981742
7869,5.1736526
3552,1.9987987
4109,6.585895
4911,8.09627
7886,5.707206
6260,9.470583
3892,6.6945033
6950,8.469416
3305,3.516834
1301,0.7923742
6347,2.1340215
771,2.0686998
1302,0.7923742
3289,0.0
212,0.0
5183,4.129476
5558,6.3732395
5533,5.318931
7711,7.123868
7412,7.2323027
4811,0.5864793
4163,7.4604373
6037,8.288982
3571,2.4417024
2935,4.2788854
7773,7.9048405
66,5.111694
294,2.6144817
4868,2.8719127
2390,4.8279657
3254,5.442873
4751,0.3564732
3719,4.1343226
3669,2.3110042
4373,0.0
6554,4.794496
5269,5.143344
4813,0.5864793
5897,1.5865482
2509,5.1236596
6521,6.1804695
3120,3.6767676
2657,8.33579
4463,2.0401855
5746,3.2331386
3356,0.0
1283,3.9819539
703,1.8711425
2206,6.7678137
911,0.74176115
6793,1.051276
7189,7.4535875
5116,2.8116364
2070,5.415242
2132,5.9745793
6520,6.1804695
7860,5.368905
1167,3.2939222
1155,4.1987677
6672,9.750219
1170,3.2939222
7211,5.8536735
4488,2.4227102
2240,6.997512
6130,10.535726
2587,6.758173
6143,10.415182
3431,0.0
6479,9.71409
4774,1.6364684
6183,8.274351
5035,9.156671
4106,6.773502
4536,2.2556908
6774,0.6035557
6495,7.9614663
6575,6.194482
2063,5.482429
1138,3.1512263
7288,10.790881
3110,3.9085875
774,2.0686998
613,3.1169353
5876,1.2967422
7446,9.308952
5842,6.448217
4850,4.737933
2186,6.6256137
1008,1.6809132
3116,3.6767676
3029,5.5517
1237,6.751055
2705,7.1756744
6659,8.275554
3968,5.8667474
7781,8.038251
4514,1.4716487
3161,3.3468313
943,1.5943497
3607,2.1674597
6510,10.203821
1722,4.538293
4987,6.263498
6656,9.869631
3330,1.1307995
2593,7.0643444
6487,10.070836
1777,5.0028167
5499,0.19277915
1747,4.813371
5480,0.47299558
388,0.0
2078,5.4333024
6944,8.18111
7107,7.963884
359,1.2029207
4474,1.9170036
3101,3.6492057
1415,0.0
1868,6.6296015
1147,4.1460657
4399,0.0
4453,1.9124116
6166,9.730077
6393,2.9203882
1822,5.5471377
4541,2.254412
4864,4.928965
5360,10.346575
3176,3.7797122
2537,5.7344313
2669,8.700267
5843,6.448217
6847,0.8156634
6503,6.501612
1835,5.616382
6053,6.862156
4704,0.0
3630,1.865598
6675,9.750219
7144,7.808181
5901,1.5865482
678,2.1833441
2356,2.6632054
7646,7.571047
3621,2.4598782
5349,0.0
924,1.0347775
7149,8.067811
4567,2.0778377
3370,4.321194
2924,2.4149048
7727,7.3834105
6621,9.242268
2934,4.2788854
3037,3.6289904
6314,0.0
6680,8.84619
6816,1.1660867
5818,5.3114705
11,1.6651905
5442,6.0173936
2468,5.457598
2147,5.3627987
4956,3.5879495
1416,0.0
4303,1.4013873
5752,3.6798942
822,2.3837783
2153,5.746925
2248,6.7243786
1272,5.8260508
2832,3.9306915
1670,3.839685
7630,8.037096
3123,3.6719968
7631,8.037096
1620,5.5575895
4270,0.040577695
1174,1.6678957
2898,3.5160658
3941,5.055193
1031,0.694348
4208,0.046407264
6532,9.793
6564,7.1526494
6139,9.550169
3952,5.391737
408,0.0
1039,0.0
4435,1.7206008
2664,9.974369
5024,8.056882
5681,2.8944569
24,1.754817
3135,3.1987653
1440,1.8987342
1637,8.129191
2561,7.9275217
3396,1.0624057
4662,1.8302773
2373,5.4883714
5152,3.5894005
7170,9.174398
7201,6.434829
4302,1.4013873
7267,6.463862
4578,1.6585808
3617,2.4598782
7647,7.571047
1343,0.39079446
2317,0.7997907
2625,9.12536
593,7.6867404
6638,10.209057
893,1.8470803
5822,5.3114705
3956,6.0013356
7543,1.8278272
1326,0.0
4507,1.4716487
2906,4.5131636
3639,2.016955
2502,5.5524797
1683,3.8005352
5959,2.3392193
4016,8.1758175
4858,4.389816
7789,8.029837
3430,0.0
4339,3.0338426
7677,7.428202
3731,2.7755544
7248,6.426954
5779,4.6620893
2256,6.408744
3428,0.0
1553,8.410748
3682,2.1431968
2706,7.1756744
2659,9.974369
6488,7.9614663
2875,3.1286488
1959,3.302361
7500,2.1271868
6583,3.6934896
5723,3.5839741
7764,8.027719
4986,6.263498
1479,7.7562327
2801,4.9093885
7581,1.70976
6677,9.622239
1982,3.8802123
69,4.587913
5758,3.6798942
5060,8.412516
420,0.0
6354,3.084811
4014,8.1758175
1555,8.410748
2951,1.7280691
3745,3.1495059
5846,0.6274333
4729,1.1374537
4426,2.0718231
3564,1.6816846
551,8.112241
2285,7.0392823
4993,5.462744
1409,0.0
409,0.0
5059,9.917632
7427,9.512035
2334,1.0135878
7056,7.2864633
3318,4.5957994
6089,5.37983
1030,0.694348
2149,5.3627987
1458,1.2330456
2287,7.0392823
3160,3.3468313
5950,2.3392193
320,2.5087178
7687,7.363759
1495,0.532907
846,2.6472676
4572,2.0778377
5892,1.3742632
7572,1.5360138
6076,5.6351967
548,8.112241
4206,0.046407264
887,2.2604547
3184,3.7103686
3922,6.7267537
5144,3.59953
6446,2.4426184
7451,8.151691
954,0.7949577
888,1.8470803
6325,4.263341
2364,2.6078625
6084,5.37983
3473,0.0
5372,10.309069
296,2.6144817
2423,5.4670744
2605,5.13461
2277,7.460724
6812,1.1660867
1428,0.0
536,8.60182
5840,6.448217
4597,1.3949096
6335,3.012087
2079,5.4333024
4949,6.7082753
6719,0.45880365
5612,3.9761503
3614,2.4598782
4003,4.550184
6383,2.5181901
4010,8.028203
1228,0.7413717
5218,4.2957754
6935,7.5295467
1741,4.288088
7188,7.4535875
5401,9.922767
713,1.6913905
3032,5.5517
805,2.5090194
1502,0.532907
2421,5.4670744
648,3.2916973
6320,4.263341
6462,2.8035634
5358,0.0
5582,5.894216
2847,3.4671369
1397,1.1453573
1962,3.302361
7853,6.161107
3112,3.9085875
7674,7.6424394
2211,5.4895544
7616,8.558269
7856,6.161107
2707,8.6827545
7479,2.8101454
2486,5.481618
3237,4.8198247
1929,7.5742793
7494,2.1271868
5763,3.536234
3034,5.5517
6955,8.890984
3047,3.9192917
363,1.2029207
7831,8.415411
5514,5.737695
5037,9.156671
2983,2.670609
6013,2.90849
5087,10.421878
1974,3.587702
3706,2.7928674
6895,1.2180269
2616,7.3826766
4192,0.14077626
7784,8.499508
250,0.0
6649,9.249326
756,2.595681
5605,4.3188887
4429,2.0718231
6367,3.675551
6274,7.423824
395,0.0
557,8.327544
5002,7.8715944
998,1.209619
7605,8.66913
4699,0.0
126,0.0
3781,9.104041
1713,4.545543
1588,4.0970325
4215,0.12669769
7850,6.9635124
6795,1.051276
696,1.8711425
472,7.0136905
4804,0.5864793
1076,4.9103107
1427,0.0
282,2.6551256
3257,5.442873
992,1.209619
5962,2.1766815
1774,5.0028167
1295,0.7923742
871,2.1301625
473,7.0136905
3539,2.1438293
6698,0.26993245
7429,9.512035
2284,7.0392823
3582,1.7775612
1534,6.2462077
6702,0.26993245
2080,5.4276247
3535,1.9795284
4930,6.3005686
5253,5.1627836
7118,7.3259764
4577,1.6585808
3379,1.0729383
1131,3.1512263
907,0.72072625
6894,1.2180269
1477,4.6818123
7048,7.243891
7488,2.9423943
1142,4.1460657
70,4.587913
981,0.83611476
1435,0.0
2641,10.172319
652,3.2916973
4006,4.550184
2931,2.4149048
6326,4.263341
5416,9.806324
3094,3.4975755
4972,7.849115
5699,2.9405086
7835,8.415411
4279,2.050524
4000,4.550184
4502,1.7231305
2767,3.0029743
2763,3.2948568
80,1.9311233
1896,7.21062
588,7.6867404
2460,5.4335275
3448,0.0
7653,7.4963856
6803,1.051276
1660,8.565559
7708,7.123868
6019,9.234871
7808,7.576917
6540,7.287656
151,4.4759784
1350,3.5035405
6849,0.8156634
1968,3.667011
3253,5.442873
7036,7.8845553
75,1.9311233
5930,1.8517874
3141,3.0814598
2479,5.2646437
3204,3.4903123
3228,4.4460087
6688,0.37857077
5669,2.7186794
4335,6.363752
2691,8.910246
5043,10.486083
4615,1.1884396
5583,5.894216
1063,3.004797
1803,5.2046685
2813,3.41027
3419,0.0
5069,10.056658
38,3.0309293
7287,10.790881
55,5.7098713
1284,3.9819539
6414,2.6967537
2160,5.5307093
6513,7.524926
5072,9.741247
7251,6.599621
872,2.1301625
1944,10.700492
1698,4.14661
2678,7.5703936
6615,8.465871
7179,8.894284
1878,5.426804
5009,8.279819
2158,5.5307093
6303,6.5138674
4934,4.946487
3246,5.1096272
4181,6.8619375
2507,5.1236596
4628,1.2298654
7583,1.70976
2640,10.172319
4829,3.0229745
5809,5.186741
6761,0.56454104
4378,0.0
237,0.0
5455,5.7566752
2120,4.8294253
3740,2.7578595
6465,2.8035634
4637,1.6015109
3486,0.0
3631,1.865598
7334,2.1021671
2470,5.457598
2928,2.4149048
6664,8.553417
5012,8.279819
6000,2.55676
6651,9.249326
5268,5.143344
2302,6.0858274
7852,6.9635124
3060,3.5691934
5740,3.2331386
7255,6.599621
2032,6.539345
8,1.6651905
5725,3.5839741
5398,10.273752
3787,6.082873
4771,1.6364684
3916,6.9463797
3843,7.31455
118,0.0
264,0.0
7363,2.2796667
6118,10.106516
7186,8.413517
407,0.0
1718,4.5960646
2911,4.5131636
6737,0.6581451
2095,4.805081
4594,1.3949096
5148,3.5894005
7132,4.378357
2862,2.7219014
2816,4.8948574
1890,6.394393
1579,3.0690498
3154,3.5661082
3712,4.088795
5738,3.349167
4325,1.9223102
6730,0.69911563
6635,10.209057
861,1.8516113
4725,1.1374537
3965,7.007478
7754,7.44281
2764,3.2948568
2757,3.2948568
6203,6.7821603
1354,3.5035405
1444,1.8987342
318,1.2713265
5823,5.3114705
1725,4.538293
687,1.8549747
4071,7.417108
7227,6.379949
1070,3.004797
6094,7.757757
3144,3.0814598
5263,4.920052
4058,7.5809875
2308,0.11672248
6287,6.941914
3280,0.0
824,2.3837783
4459,2.0401855
4046,8.663477
5549,6.8206525
1939,10.700492
7742,7.1707997
750,2.8215928
6593,4.770708
6005,2.55676
7278,7.7036786
4563,2.5206401
4188,0.14077626
865,1.8516113
2191,6.6256137
7124,6.8511224
3051,3.9192917
1621,5.5575895
3771,3.4646251
5590,5.506277
1578,3.0690498
1357,3.5035405
1554,8.410748
4125,6.8479424
1557,4.897559
882,2.2604547
4906,6.3417487
788,2.727723
3918,6.9463797
1873,6.6296015
3054,3.5691934
3411,3.1773603
4174,7.1376104
1034,0.694348
1905,6.9866195
3534,1.9795284
3788,6.082873
3168,3.3468313
2510,5.6600566
2007,3.616897
6057,6.862156
5920,1.7515761
2273,7.4319005
789,2.727723
2817,4.8948574
2607,5.13461
183,1.6853744
4421,2.0718231
572,7.8316154
6087,5.37983
5829,4.828557
836,2.0691903
3981,6.0602984
950,0.7949577
52,3.027005
7736,7.318979
81,1.9311233
7890,6.313022
2224,8.395811
1614,6.0211544
1262,6.6777964
3329,1.1307995
4895,7.592801
4946,6.7350883
1659,8.565559
1168,3.2939222
6239,7.756973
1278,7.048093
6909,1.1858
3261,5.1203694
2797,4.9093885
7463,3.9110694
5489,0.19277915
6611,10.166429
5646,2.78072
968,0.7598784
2343,2.4241974
3509,0.0
4916,5.0740275
2712,8.6827545
7767,8.027719
3066,4.1488743
7663,7.9665666
2796,1.7448376
5186,4.129476
4321,1.9223102
6430,2.14662
1780,4.9822307
6636,10.209057
7150,8.067811
4447,1.9124116
5600,4.6115108
417,0.0
2178,6.5467043
6153,10.617223
735,1.9508221
1657,8.565559
3498,0.0
2337,1.0135878
1241,7.1729956
5470,0.49855247
3260,5.1203694
7696,7.083629
5463,5.751867
6507,10.203821
7326,1.6873827
4107,6.585895
1437,0.0
959,0.7598784
2865,2.7219014
1810,5.1913314
7806,7.411973
5928,1.8517874
7415,8.311701
5571,6.089615
6994,8.706415
5162,3.8145397
4739,1.4699937
246,0.0
7135,4.378357
2055,5.3659697
6875,0.76484716
3797,5.3265233
4367,5.7496047
4061,7.5809875
6214,7.445242
1403,1.1453573
1424,0.0
1394,1.1453573
2286,7.0392823
2494,5.816093
3506,0.0
353,0.0
4287,0.0
5115,2.8116364
6901,1.1858
4921,5.2940164
2433,5.024892
5117,2.8116364
5891,1.3742632
4517,2.0846815
853,2.7916284
706,1.6913905
1205,1.5809908
6236,7.5735145
4761,0.3460974
4007,8.028203
489,7.164824
6250,8.598918
3372,4.321194
5608,4.3188887
7720,6.791239
2648,9.932187
5100,2.6355798
1927,7.5742793
2980,4.5205894
3623,1.865598
279,2.6551256
2255,6.408744
3713,4.088795
2883,3.7583954
6046,8.5393
6352,3.084811
6300,6.5138674
2501,5.5524797
4118,6.6397357
4498,1.7231305
4790,0.0
6916,0.97123647
581,8.449141
1385,1.9177809
4950,6.7082753
479,6.7545457
7485,2.9423943
2651,9.932187
6491,7.9614663
6408,2.6967537
3557,1.9987987
7561,1.7733644
7440,9.024017
796,2.5090194
3615,2.4598782
1711,4.545543
4396,0.0
1758,4.739508
6232,7.5735145
133,0.0
7420,9.879976
6864,0.8510878
2465,5.4335275
338,0.0
634,2.508538
747,2.8215928
6723,0.69911563
7169,9.174398
1259,6.6777964
4660,1.8302773
6630,10.14154
6772,0.6035557
456,7.316873
4576,1.6585808
6162,9.730077
6432,1.7327378
5512,5.739824
4217,0.12669769
3052,3.9192917
7467,3.9110694
2146,5.3627987
6560,4.794496
4833,3.0229745
2056,5.3659697
1071,3.004797
3501,0.0
4075,7.417108
3548,1.9987987
7511,2.8267217
5648,2.78072
6482,9.71409
4650,1.1471452
4368,5.7496047
3765,3.6709905
2722,8.555393
3463,2.0958648
7327,1.6873827
5726,3.5839741
6056,6.862156
7625,8.219736
3104,3.6492057
6308,0.0
336,0.0
1029,0.694348
2246,8.851984
3688,2.1431968
6025,10.010088
7282,7.7036786
3867,8.586349
2485,5.481618
6060,6.5658927
7569,1.5360138
32,1.754817
6577,6.194482
767,2.0686998
3775,3.4646251
5993,2.5543804
7571,1.5360138
2671,8.459012
6,1.6651905
2730,6.776294
1732,4.194761
2151,5.746925
6022,10.010088
4608,1.926932
7294,10.448153
5109,2.8116364
2780,3.253095
6764,0.56454104
314,1.2713265
5450,6.5891547
5591,5.506277
4468,1.9170036
6986,8.237435
2156,5.746925
2275,7.4319005
4319,1.9223102
1501,0.532907
2545,6.59488
1972,3.587702
7158,7.429409
5700,2.9405086
210,0.0
5179,3.8530664
5882,1.3742632
2703,7.1756744
7454,3.679367
6424,2.14662
1104,4.837014
976,0.83611476
7499,2.1271868
1749,4.813371
3870,7.232256
984,4.216547
5064,8.412516
5592,5.506277
3824,9.137829
6701,0.26993245
820,2.3837783
7632,8.037096
2668,8.700267
4593,1.3949096
3954,6.0013356
1002,1.6809132
6043,8.075448
1734,4.194761
5197,4.3409233
7146,8.067811
7153,7.429409
1185,1.6678957
6202,8.205071
6368,3.675551
5199,4.3409233
7450,8.151691
5126,3.0484154
72,4.587913
2082,5.4276247
5768,4.654585
4784,0.0
2511,5.6600566
3317,4.5957994
6078,5.6351967
3407,3.1773603
4080,7.46238
1686,3.9451213
987,4.216547
5448,6.5891547
2028,6.539345
2439,5.0608425
1306,0.0
1976,3.587702
6407,2.7817366
79,1.9311233
2490,5.481618
4141,6.9208
5420,10.222154
7863,5.368905
1949,2.889983
5321,0.0
3223,3.5117514
6290,6.941914
2226,8.395811
5230,4.2724266
